day	stream	len	count
20250620	xinqing	9	10349579
20250623	orders	8	29281762
20250623	orders	9	62888049
20250623	trades	8	21298623
20250623	trades	9	53557288
20250623	xinqing	8	2021477
20250623	xinqing	9	10622249
20250624	orders	8	31420663
20250624	orders	9	72459133
20250624	trades	8	22817224
20250624	trades	9	62753904
20250624	xinqing	8	2059597
20250624	xinqing	9	10933238
20250625	orders	8	32555111
20250625	orders	9	77408678
20250625	trades	8	23384389
20250625	trades	9	68080364
20250625	xinqing	8	2064539
20250625	xinqing	9	10979264
20250626	orders	8	34271908
20250626	orders	9	76117073
20250626	trades	8	24842647
20250626	trades	9	66240909
20250626	xinqing	8	2060949
20250626	xinqing	9	10903428
20250627	orders	8	34633974
20250627	orders	9	76875009
20250627	trades	8	25174727
20250627	trades	9	66119720
20250627	xinqing	8	2049124
20250627	xinqing	9	10751028
20250630	orders	8	33338712
20250630	orders	9	72676944
20250630	trades	8	24436062
20250630	trades	9	62856496
20250630	xinqing	8	2053577
20250630	xinqing	9	10872965
20250701	orders	8	34456373
20250701	orders	9	74348184
20250701	trades	8	25521782
20250701	trades	9	65007957
20250701	xinqing	8	2070137
20250701	xinqing	9	10888384
20250702	orders	8	34207041
20250702	orders	9	74558608
20250702	trades	8	24985441
20250702	trades	9	64118190
20250702	xinqing	8	2064353
20250702	xinqing	9	10860533
20250703	orders	8	33057272
20250703	orders	9	69862902
20250703	trades	8	23675356
20250703	trades	9	59282890
20250703	xinqing	8	2050756
20250703	xinqing	9	10700283
20250704	orders	8	33138567
20250704	orders	9	75779332
20250704	trades	8	23921130
20250704	trades	9	65207350
20250704	xinqing	8	2056971
20250704	xinqing	9	10948865
20250707	orders	8	32161202
20250707	orders	9	66703856
20250707	trades	8	23370332
20250707	trades	9	56422780
20250707	xinqing	8	2051347
20250707	xinqing	9	10612477
20250708	orders	8	32222285
20250708	orders	9	76495164
20250708	trades	8	23089099
20250708	trades	9	65309862
20250708	xinqing	8	2050951
20250708	xinqing	9	10989093
20250709	orders	8	35216378
20250709	orders	9	76224185
20250709	trades	8	25406841
20250709	trades	9	66176394
20250709	xinqing	8	2073420
20250709	xinqing	9	10949641
20250710	orders	8	33808364
20250710	orders	9	77591307
20250710	trades	8	24428470
20250710	trades	9	66481975
20250710	xinqing	8	2050944
20250710	xinqing	9	10919890
20250711	orders	8	35649856
20250711	orders	9	88773166
20250711	trades	8	26039077
20250711	trades	9	77395340
20250711	xinqing	8	2063264
20250711	xinqing	9	11228947
20250714	orders	8	37874274
20250714	orders	9	74160702
20250714	trades	8	28253190
20250714	trades	9	64041484
20250714	xinqing	8	2088390
20250714	xinqing	9	11013131
20250715	orders	8	38060226
20250715	orders	9	82436830
20250715	trades	8	28446500
20250715	trades	9	71865430
20250715	xinqing	8	2102385
20250715	xinqing	9	11192311
20250716	orders	8	35545999
20250716	orders	9	77894431
20250716	trades	8	25101896
20250716	trades	9	64907946
20250716	xinqing	8	2066584
20250716	xinqing	9	10914537
20250717	orders	8	32159580
20250717	orders	9	79220370
20250717	trades	8	22255685
20250717	trades	9	67879175
20250717	xinqing	8	2052380
20250717	xinqing	9	10917063
20250718	orders	8	35383957
20250718	orders	9	76643827
20250718	trades	8	25254453
20250718	trades	9	65095215
20250718	xinqing	8	2070100
20250718	xinqing	9	10787014
20250721	orders	8	39433444
20250721	orders	9	83258649
20250721	trades	8	28725412
20250721	trades	9	71607795
20250721	xinqing	8	2107060
20250721	xinqing	9	11291496
20250722	orders	8	40583739
20250722	orders	9	93790195
20250722	trades	8	29375714
20250722	trades	9	80624410
20250722	xinqing	8	2103015
20250722	xinqing	9	11376048
20250723	orders	8	44103565
20250723	orders	9	90559491
20250723	trades	8	31820481
20250723	trades	9	79411630
20250723	xinqing	8	2107205
20250723	xinqing	9	11270840
20250724	orders	8	39880571
20250724	orders	9	89939003
20250724	trades	8	29026980
20250724	trades	9	77444464
20250724	xinqing	8	2087187
20250724	xinqing	9	11318471
20250725	orders	8	40808521
20250725	orders	9	85833518
20250725	trades	8	29861543
20250725	trades	9	74647827
20250725	xinqing	8	2105427
20250725	xinqing	9	11116285
20250728	orders	8	40012194
20250728	orders	9	82066675
20250728	trades	8	29507869
20250728	trades	9	70642264
20250728	xinqing	8	2097732
20250728	xinqing	9	11127279
20250729	orders	8	37672499
20250729	orders	9	85017987
20250729	trades	8	28087585
20250729	trades	9	72858046
20250729	xinqing	8	2107654
20250729	xinqing	9	11174290
20250730	orders	8	38123411
20250730	orders	9	88080695
20250730	trades	8	27460518
20250730	trades	9	76223160
20250730	xinqing	8	2094871
20250730	xinqing	9	11261726
20250731	orders	8	37323080
20250731	orders	9	88460903
20250731	trades	8	27276187
20250731	trades	9	78445777
20250731	xinqing	8	2127340
20250731	xinqing	9	11737855
20250801	orders	8	34079911
20250801	orders	9	77834490
20250801	trades	8	24858026
20250801	trades	9	66235957
20250801	xinqing	8	2072823
20250801	xinqing	9	11002623
20250804	orders	8	34469493
20250804	orders	9	72573767
20250804	trades	8	24818675
20250804	trades	9	61313102
20250804	xinqing	8	2111336
20250804	xinqing	9	11418773
20250805	orders	8	34557922
20250805	orders	9	76908695
20250805	trades	8	24498618
20250805	trades	9	64762763
20250805	xinqing	8	2088984
20250805	xinqing	9	11036841
20250806	orders	8	35386146
20250806	orders	9	81127026
20250806	trades	8	25200351
20250806	trades	9	69296036
20250806	xinqing	8	2085181
20250806	xinqing	9	11192847
20250807	orders	8	37156381
20250807	orders	9	84184865
20250807	trades	8	26350092
20250807	trades	9	71234577
20250807	xinqing	8	2093732
20250807	xinqing	9	11183536
20250808	orders	8	37230060
20250808	orders	9	82585941
20250808	trades	8	26547248
20250808	trades	9	68939444
20250808	xinqing	8	2086763
20250808	xinqing	9	11102224
20250811	orders	8	37818255
20250811	orders	9	86676317
20250811	trades	8	27414443
20250811	trades	9	73846617
20250811	xinqing	8	2101975
20250811	xinqing	9	11535051
20250812	orders	8	39195996
20250812	orders	9	84654999
20250812	trades	8	28124723
20250812	trades	9	71993238
20250812	xinqing	8	2109386
20250812	xinqing	9	11209988
20250813	orders	8	39561022
20250813	orders	9	93486508
20250813	trades	8	28604628
20250813	trades	9	80391775
20250813	xinqing	8	2115292
20250813	xinqing	9	11425354
20250814	orders	8	43687190
20250814	orders	9	100188871
20250814	trades	8	31812706
20250814	trades	9	86733311
20250814	xinqing	8	2113122
20250814	xinqing	9	11589168
20250815	orders	8	41018645
20250815	orders	9	98414860
20250815	trades	8	29783976
20250815	trades	9	83909329
20250815	xinqing	8	2097650
20250815	xinqing	9	11426010
20250818	orders	8	45897700
20250818	orders	9	108938914
20250818	trades	8	34165736
20250818	trades	9	95149573
20250818	xinqing	8	2133183
20250818	xinqing	9	11760793
20250819	orders	8	46947147
20250819	orders	9	108403837
20250819	trades	8	34395457
20250819	trades	9	93164803
20250819	xinqing	8	2132719
20250819	xinqing	9	11644647
20250820	orders	8	48034918
20250820	orders	9	104942768
20250820	trades	8	35047430
20250820	trades	9	89808863
20250820	xinqing	8	2129323
20250820	xinqing	9	11547644
20250821	orders	8	50115812
20250821	orders	9	103688884
20250821	trades	8	36913425
20250821	trades	9	88488902
20250821	xinqing	8	2141473
20250821	xinqing	9	11639329
20250822	orders	8	44208478
20250822	orders	9	106512103
20250822	trades	8	31837474
20250822	trades	9	91008443
20250822	xinqing	8	2124645
20250822	xinqing	9	11616618
20250825	orders	8	53038552
20250825	orders	9	116854697
20250825	trades	8	39705949
20250825	trades	9	101607840
20250825	xinqing	8	2164209
20250825	xinqing	9	11929758
20250826	orders	8	50613141
20250826	orders	9	109400741
20250826	trades	8	36953463
20250826	trades	9	93871852
20250826	xinqing	8	2152081
20250826	xinqing	9	11777614
20250827	orders	8	49397130
20250827	orders	9	127526223
20250827	trades	8	36553742
20250827	trades	9	113371272
20250827	xinqing	8	2146745
20250827	xinqing	9	12023786
20250828	orders	8	48349131
20250828	orders	9	123367779
20250828	trades	8	35911795
20250828	trades	9	107273358
20250828	xinqing	8	2145145
20250828	xinqing	9	12165590
20250829	orders	8	51825333
20250829	orders	9	106981923
20250829	trades	8	38704714
20250829	trades	9	91397807
20250829	xinqing	8	2143608
20250829	xinqing	9	11504900
20250901	orders	8	52194099
20250901	orders	9	105238595
20250901	trades	8	39542452
20250901	trades	9	91193112
20250901	xinqing	8	2143615
20250901	xinqing	9	11626700
20250902	orders	8	50799890
20250902	orders	9	115519418
20250902	trades	8	38883291
20250902	trades	9	99948712
20250902	xinqing	8	2142659
20250902	xinqing	9	11729721
20250903	orders	8	41335236
20250903	orders	9	106154934
20250903	trades	8	29893804
20250903	trades	9	91567744
20250903	xinqing	8	2083305
20250903	xinqing	9	11447449
20250904	orders	8	43974052
20250904	orders	9	109430719
20250904	trades	8	32690212
20250904	trades	9	95875999
20250904	xinqing	8	2105973
20250904	xinqing	9	11652101
20250905	orders	8	42103672
20250905	orders	9	99110138
20250905	trades	8	30694506
20250905	trades	9	84346541
20250905	xinqing	8	2099764
20250905	xinqing	9	11388300
20250908	orders	8	47130835
20250908	orders	9	97080904
20250908	trades	8	34983768
20250908	trades	9	83028802
20250908	xinqing	8	2132762
20250908	xinqing	9	11410068
20250909	orders	8	41919621
20250909	orders	9	95134389
20250909	trades	8	30271004
20250909	trades	9	81363472
20250909	xinqing	8	2103272
20250909	xinqing	9	11346674
20250910	orders	8	39399563
20250910	orders	9	87285646
20250910	trades	8	28039252
20250910	trades	9	73658222
20250910	xinqing	8	2085163
20250910	xinqing	9	11022501
20250911	orders	8	41031705
20250911	orders	9	101031341
20250911	trades	8	29634442
20250911	trades	9	86377517
20250911	xinqing	8	2092450
20250911	xinqing	9	11435828
20250912	orders	8	45339317
20250912	orders	9	102729765
20250912	trades	8	32784810
20250912	trades	9	87664138
20250912	xinqing	8	2114108
20250912	xinqing	9	11396667
20250915	orders	8	45536437
20250915	orders	9	92187820
20250915	trades	8	33278572
20250915	trades	9	78629020
20250915	xinqing	8	2106419
20250915	xinqing	9	11165161
20250916	orders	8	44063987
20250916	orders	9	100761915
20250916	trades	8	31751421
20250916	trades	9	85686095
20250916	xinqing	8	2094359
20250916	xinqing	9	11396623
20250917	orders	8	43526478
20250917	orders	9	98979138
20250917	trades	8	31284218
20250917	trades	9	83514636
20250917	xinqing	8	2108073
20250917	xinqing	9	11298098
20250918	orders	8	47010760
20250918	orders	9	128559761
20250918	trades	8	34363179
20250918	trades	9	113463331
20250918	xinqing	8	2116729
20250918	xinqing	9	11803613
20250919	orders	8	47975298
20250919	orders	9	99985513
20250919	trades	8	35363757
20250919	trades	9	83717949
20250919	xinqing	8	2133207
20250919	xinqing	9	11449194
20250922	orders	8	43036022
20250922	orders	9	88522025
20250922	trades	8	31682833
20250922	trades	9	74392930
20250922	xinqing	8	2114817
20250922	xinqing	9	11115318
20250923	orders	8	47328219
20250923	orders	9	107922133
20250923	trades	8	35570142
20250923	trades	9	91551004
20250923	xinqing	8	2128610
20250923	xinqing	9	11555566
20250924	orders	8	42487196
20250924	orders	9	96089727
20250924	trades	8	30609951
20250924	trades	9	80226703
20250924	xinqing	8	2097105
20250924	xinqing	9	11243333
20250925	orders	8	44702432
20250925	orders	9	94750657
20250925	trades	8	32273357
20250925	trades	9	79750815
20250925	xinqing	8	2077991
20250925	xinqing	9	11058915
20250926	orders	8	42921519
20250926	orders	9	91482364
20250926	trades	8	31352627
20250926	trades	9	77411604
20250926	xinqing	8	2091910
20250926	xinqing	9	11083321
20250929	orders	8	41186682
20250929	orders	9	93239861
20250929	trades	8	30090186
20250929	trades	9	78691880
20250929	xinqing	8	2084681
20250929	xinqing	9	10991038
20250930	orders	8	39410008
20250930	orders	9	52600225
20250930	trades	8	28603702
20250930	trades	9	42987232
20250930	xinqing	8	2062073
20250930	xinqing	9	6223929
20251009	orders	8	46658473
20251009	orders	9	98084085
20251009	trades	8	36142089
20251009	trades	9	85638493
20251009	xinqing	8	2113149
20251009	xinqing	9	11252198
20251010	orders	8	49846142
20251010	orders	9	101706834
20251010	trades	8	38865124
20251010	trades	9	87891723
20251010	xinqing	8	1919475
20251010	xinqing	9	11149513
20251013	orders	8	56334387
20251013	orders	9	99070909
20251013	trades	8	41568236
20251013	trades	9	84539419
20251013	xinqing	8	2175446
20251013	xinqing	9	11239192
20251014	orders	8	48935262
20251014	orders	9	114160238
20251014	trades	8	36184211
20251014	trades	9	99815293
20251014	xinqing	8	2092506
20251014	xinqing	9	11378162
20251015	orders	8	44421277
20251015	orders	9	98059678
20251015	trades	8	32022618
20251015	trades	9	82424083
20251015	xinqing	8	2081945
20251015	xinqing	9	11070617
20251016	orders	8	41415579
20251016	orders	9	91779915
20251016	trades	8	29665677
20251016	trades	9	78120227
20251016	xinqing	8	2081303
20251016	xinqing	9	10989398
20251017	orders	8	41535928
20251017	orders	9	94497532
20251017	trades	8	30945207
20251017	trades	9	81919181
20251017	xinqing	8	1934179
20251017	xinqing	9	11166209
20251020	orders	8	41436942
20251020	orders	9	83659694
20251020	trades	8	30640924
20251020	trades	9	70761250
20251020	xinqing	8	2075704
20251020	xinqing	9	10809189
20251021	orders	8	38114413
20251021	orders	9	90983875
20251021	trades	8	27299520
20251021	trades	9	77172968
20251021	xinqing	8	2070321
20251021	xinqing	9	11215694
20251022	orders	8	41198373
20251022	orders	9	81034757
20251022	trades	8	29912934
20251022	trades	9	68647681
20251022	xinqing	8	2096268
20251022	xinqing	9	10853239
20251023	orders	8	39875214
20251023	orders	9	86320886
20251023	trades	8	29847847
20251023	trades	9	72159570
20251023	xinqing	8	2084007
20251023	xinqing	9	10930501
20251024	orders	8	42061717
20251024	orders	9	87359150
20251024	trades	8	30749412
20251024	trades	9	74497020
20251024	xinqing	8	2106604
20251024	xinqing	9	11039374
20251027	orders	8	47561808
20251027	orders	9	97228937
20251027	trades	8	35391699
20251027	trades	9	82409441
20251027	xinqing	8	2130110
20251027	xinqing	9	11279581
20251028	orders	8	43283739
20251028	orders	9	95391244
20251028	trades	8	31203362
20251028	trades	9	81034260
20251028	xinqing	8	2107484
20251028	xinqing	9	11132843
20251029	orders	8	43526815
20251029	orders	9	94406473
20251029	trades	8	32377912
20251029	trades	9	81047989
20251029	xinqing	8	2120272
20251029	xinqing	9	11107510
20251030	orders	8	48749335
20251030	orders	9	103181586
20251030	trades	8	36127556
20251030	trades	9	87934391
20251030	xinqing	8	2125417
20251030	xinqing	9	11288027
20251031	orders	8	49183895
20251031	orders	9	100772620
20251031	trades	8	36356244
20251031	trades	9	86079121
20251031	xinqing	8	2123209
20251031	xinqing	9	11388146
20251103	orders	8	46502135
20251103	orders	9	96400535
20251103	trades	8	34797899
20251103	trades	9	82398551
20251103	xinqing	8	2123087
20251103	xinqing	9	11416827
20251104	orders	8	42717047
20251104	orders	9	94648114
20251104	trades	8	30839964
20251104	trades	9	80920106
20251104	xinqing	8	2116967
20251104	xinqing	9	11283980
20251105	orders	8	42339249
20251105	orders	9	93376356
20251105	trades	8	30589822
20251105	trades	9	78864010
20251105	xinqing	8	2115320
20251105	xinqing	9	11308050
20251106	orders	8	45709621
20251106	orders	9	93146410
20251106	trades	8	33459869
20251106	trades	9	78632548
20251106	xinqing	8	2118673
20251106	xinqing	9	11173226
20251107	orders	8	44745610
20251107	orders	9	93061470
20251107	trades	8	32177799
20251107	trades	9	78708686
20251107	xinqing	8	2110904
20251107	xinqing	9	11184968
20251110	orders	8	46097009
20251110	orders	9	99606282
20251110	trades	8	34364800
20251110	trades	9	85209198
20251110	xinqing	8	2122042
20251110	xinqing	9	11407237
20251111	orders	8	42473351
20251111	orders	9	94017210
20251111	trades	8	30613865
20251111	trades	9	80442603
20251111	xinqing	8	2120379
20251111	xinqing	9	11313552
20251112	orders	8	43792887
20251112	orders	9	93177044
20251112	trades	8	32184248
20251112	trades	9	79696295
20251112	xinqing	8	2117019
20251112	xinqing	9	11294317
20251113	orders	8	41183969
20251113	orders	9	97156875
20251113	trades	8	29529940
20251113	trades	9	81727556
20251113	xinqing	8	2099353
20251113	xinqing	9	11418237
20251114	orders	8	46044411
20251114	orders	9	91596837
20251114	trades	8	33520170
20251114	trades	9	78257689
20251114	xinqing	8	2131083
20251114	xinqing	9	11344799
20251117	orders	8	45964433
20251117	orders	9	91648903
20251117	trades	8	34334007
20251117	trades	9	77941640
20251117	xinqing	8	2130442
20251117	xinqing	9	11302512
20251118	orders	8	45086325
20251118	orders	9	94048022
20251118	trades	8	33961413
20251118	trades	9	81156817
20251118	xinqing	8	2124110
20251118	xinqing	9	11258421
20251119	orders	8	39763607
20251119	orders	9	91386069
20251119	trades	8	28876187
20251119	trades	9	76649822
20251119	xinqing	8	2096911
20251119	xinqing	9	11291818
20251120	orders	8	40178726
20251120	orders	9	89418825
20251120	trades	8	28618045
20251120	trades	9	75460438
20251120	xinqing	8	2080123
20251120	xinqing	9	11107074
20251121	orders	8	43957813
20251121	orders	9	104179523
20251121	trades	8	33773207
20251121	trades	9	89190571
20251121	xinqing	8	2117469
20251121	xinqing	9	11800090
20251124	orders	8	39613576
20251124	orders	9	90301031
20251124	trades	8	29685325
20251124	trades	9	76481491
20251124	xinqing	8	2087299
20251124	xinqing	9	11223563
20251125	orders	8	37919691
20251125	orders	9	89337223
20251125	trades	8	27468925
20251125	trades	9	75600486
20251125	xinqing	8	2082206
20251125	xinqing	9	11156151
20251126	orders	8	37948068
20251126	orders	9	87718664
20251126	trades	8	27161336
20251126	trades	9	74217023
20251126	xinqing	8	2072999
20251126	xinqing	9	11024311
20251127	orders	8	38174789
20251127	orders	9	82681683
20251127	trades	8	27516833
20251127	trades	9	69699712
20251127	xinqing	8	2068953
20251127	xinqing	9	10812336
20251128	orders	8	34502338
20251128	orders	9	84058920
20251128	trades	8	24575197
20251128	trades	9	69421604
20251128	xinqing	8	2052158
20251128	xinqing	9	10933286
20251201	orders	8	40805272
20251201	orders	9	90726341
20251201	trades	8	29867804
20251201	trades	9	77133248
20251201	xinqing	8	2102681
20251201	xinqing	9	11193780
20251202	orders	8	39927178
20251202	orders	9	81931455
20251202	trades	8	29318191
20251202	trades	9	68584037
20251202	xinqing	8	2087823
20251202	xinqing	9	10834818
20251203	orders	8	38635844
20251203	orders	9	88315486
20251203	trades	8	28297228
20251203	trades	9	74545547
20251203	xinqing	8	2072540
20251203	xinqing	9	10955815
20251204	orders	8	38153059
20251204	orders	9	81600953
20251204	trades	8	28228636
20251204	trades	9	68522364
20251204	xinqing	8	2073760
20251204	xinqing	9	10822538
20251205	orders	8	36089674
20251205	orders	9	88314530
20251205	trades	8	26167879
20251205	trades	9	74479864
20251205	xinqing	8	2047258
20251205	xinqing	9	11020593
20251208	orders	8	41585574
20251208	orders	9	90593307
20251208	trades	8	31532121
20251208	trades	9	77654601
20251208	xinqing	8	2094675
20251208	xinqing	9	11147523
20251209	orders	8	40393119
20251209	orders	9	89410693
20251209	trades	8	29660526
20251209	trades	9	76594473
20251209	xinqing	8	2073692
20251209	xinqing	9	10970579
20251210	orders	8	40180585
20251210	orders	9	87692004
20251210	trades	8	29421497
20251210	trades	9	73514344
20251210	xinqing	8	2066782
20251210	xinqing	9	10953517
20251211	orders	8	41039799
20251211	orders	9	88874842
20251211	trades	8	30476239
20251211	trades	9	76909177
20251211	xinqing	8	2092715
20251211	xinqing	9	11067741
20251212	orders	8	39350057
20251212	orders	9	101063682
20251212	trades	8	29225706
20251212	trades	9	86139672
20251212	xinqing	8	2066862
20251212	xinqing	9	11280849
20251215	orders	8	19536125
20251215	orders	9	85531587
20251215	trades	8	15871363
20251215	trades	9	72331934
20251215	xinqing	8	1277634
20251215	xinqing	9	10887299
20251216	orders	8	41205978
20251216	orders	9	89323770
20251216	trades	8	31474299
20251216	trades	9	76235684
20251216	xinqing	8	2080043
20251216	xinqing	9	11006218
20251217	orders	8	38549852
20251217	orders	9	90467733
20251217	trades	8	28603214
20251217	trades	9	76725238
20251217	xinqing	8	2064726
20251217	xinqing	9	10881978
20251218	orders	8	37687795
20251218	orders	9	83981498
20251218	trades	8	27243359
20251218	trades	9	70745137
20251218	xinqing	8	2080296
20251218	xinqing	9	10883766
20251219	orders	8	38420726
20251219	orders	9	93522977
20251219	trades	8	27615522
20251219	trades	9	78281318
20251219	xinqing	8	2056221
20251219	xinqing	9	11220282
20251222	orders	8	42006527
20251222	orders	9	86769080
20251222	trades	8	31470487
20251222	trades	9	74014359
20251222	xinqing	8	2086104
20251222	xinqing	9	10910703
20251223	orders	8	41930514
20251223	orders	9	91357537
20251223	trades	8	31018277
20251223	trades	9	78493001
20251223	xinqing	8	2075595
20251223	xinqing	9	10764902
20251224	orders	8	39255615
20251224	orders	9	89593010
20251224	trades	8	28419110
20251224	trades	9	76187530
20251224	xinqing	8	2051152
20251224	xinqing	9	10866535
20251225	orders	8	39194805
20251225	orders	9	89221196
20251225	trades	8	28773679
20251225	trades	9	76362873
20251225	xinqing	8	2056460
20251225	xinqing	9	10972761
20251226	orders	8	42144097
20251226	orders	9	99057592
20251226	trades	8	31127960
20251226	trades	9	85979703
20251226	xinqing	8	2075338
20251226	xinqing	9	11186241
20251229	orders	8	47155782
20251229	orders	9	95828341
20251229	trades	8	35583087
20251229	trades	9	81666425
20251229	xinqing	8	2089563
20251229	xinqing	9	11106922
20251230	orders	8	45332811
20251230	orders	9	99811532
20251230	trades	8	33263610
20251230	trades	9	84261339
20251230	xinqing	8	2084010
20251230	xinqing	9	11015245
20251231	orders	8	44041854
20251231	orders	9	94117267
20251231	trades	8	32954180
20251231	trades	9	79512273
20251231	xinqing	8	2085877
20251231	xinqing	9	10996968
20260105	orders	8	48468518
20260105	orders	9	103328882
20260105	trades	8	36725857
20260105	trades	9	89664289
20260105	xinqing	8	2100190
20260105	xinqing	9	11443393
20260106	orders	8	49621239
20260106	orders	9	116070680
20260106	trades	8	37709922
20260106	trades	9	100025865
20260106	xinqing	8	2115363
20260106	xinqing	9	11541286
20260107	orders	8	52133620
20260107	orders	9	116933736
20260107	trades	8	38853441
20260107	trades	9	100835776
20260107	xinqing	8	2124354
20260107	xinqing	9	11452233
20260108	orders	8	49845672
20260108	orders	9	115213088
20260108	trades	8	36922613
20260108	trades	9	98660401
20260108	xinqing	8	2109275
20260108	xinqing	9	11506586
20260109	orders	8	53624251
20260109	orders	9	122892726
20260109	trades	8	40147679
20260109	trades	9	105833914
20260109	xinqing	8	2124154
20260109	xinqing	9	11684762
20260112	orders	8	60119409
20260112	orders	9	126656683
20260112	trades	8	46381403
20260112	trades	9	110055801
20260112	xinqing	8	2155671
20260112	xinqing	9	11862967
20260113	orders	8	68745224
20260113	orders	9	130881653
20260113	trades	8	53051230
20260113	trades	9	114614925
20260113	xinqing	8	2169259
20260113	xinqing	9	11800172
20260114	orders	8	57879848
20260114	orders	9	150799082
20260114	trades	8	43763176
20260114	trades	9	133629265
20260114	xinqing	8	2141731
20260114	xinqing	9	12015777
20260115	orders	8	57465614
20260115	orders	9	113762957
20260115	trades	8	42644769
20260115	trades	9	97453079
20260115	xinqing	8	2133193
20260115	xinqing	9	11388868
20260116	orders	8	54511108
20260116	orders	9	117551836
20260116	trades	8	40075965
20260116	trades	9	101634141
20260116	xinqing	8	2134719
20260116	xinqing	9	11516732
20260119	orders	8	52610108
20260119	orders	9	109899892
20260119	trades	8	38683780
20260119	trades	9	94515606
20260119	xinqing	8	2135977
20260119	xinqing	9	11560345
20260120	orders	8	53955438
20260120	orders	9	119349809
20260120	trades	8	40489267
20260120	trades	9	102506885
20260120	xinqing	8	2145570
20260120	xinqing	9	11629346
20260121	orders	8	50350088
20260121	orders	9	109125965
20260121	trades	8	36540004
20260121	trades	9	93862455
20260121	xinqing	8	2134836
20260121	xinqing	9	11492309
20260122	orders	8	51249583
20260122	orders	9	111903315
20260122	trades	8	37235263
20260122	trades	9	95180315
20260122	xinqing	8	2134402
20260122	xinqing	9	11573590
20260123	orders	8	54506289
20260123	orders	9	125282766
20260123	trades	8	40457161
20260123	trades	9	109470893
20260123	xinqing	8	2149388
20260123	xinqing	9	11707632
20260126	orders	8	65077530
20260126	orders	9	128532703
20260126	trades	8	50790666
20260126	trades	9	112208043
20260126	xinqing	8	2176680
20260126	xinqing	9	11848630
20260127	orders	8	60039927
20260127	orders	9	121061497
20260127	trades	8	46692952
20260127	trades	9	102917533
20260127	xinqing	8	2168355
20260127	xinqing	9	11625402
20260128	orders	8	53804759
20260128	orders	9	122449603
20260128	trades	8	39715258
20260128	trades	9	105606516
20260128	xinqing	8	2130273
20260128	xinqing	9	11529276
20260129	orders	8	62877859
20260129	orders	9	132782984
20260129	trades	8	47124045
20260129	trades	9	113610149
20260129	xinqing	8	2147163
20260129	xinqing	9	11738146
20260130	orders	8	59787760
20260130	orders	9	119570785
20260130	trades	8	45017036
20260130	trades	9	100795424
20260130	xinqing	8	2157146
20260130	xinqing	9	11725746
20260202	orders	8	55951274
20260202	orders	9	113705239
20260202	trades	8	40732519
20260202	trades	9	97997513
20260202	xinqing	8	2148940
20260202	xinqing	9	11636848
20260203	orders	8	49582648
20260203	orders	9	112015293
20260203	trades	8	35698286
20260203	trades	9	94998770
20260203	xinqing	8	2123965
20260203	xinqing	9	11442149
20260204	orders	8	54957577
20260204	orders	9	107062268
20260204	trades	8	40562911
20260204	trades	9	89860774
20260204	xinqing	8	2131298
20260204	xinqing	9	11356547
20260205	orders	8	48196901
20260205	orders	9	104606003
20260205	trades	8	35014797
20260205	trades	9	87312556
20260205	xinqing	8	2110318
20260205	xinqing	9	11304959
20260206	orders	8	47795543
20260206	orders	9	106424437
20260206	trades	8	34496164
20260206	trades	9	88870549
20260206	xinqing	8	2102647
20260206	xinqing	9	11390906
20260209	orders	8	47932604
20260209	orders	9	95843375
20260209	trades	8	34697520
20260209	trades	9	80482923
20260209	xinqing	8	2124167
20260209	xinqing	9	11273438
20260210	orders	8	46595894
20260210	orders	9	91605300
20260210	trades	8	33733575
20260210	trades	9	76919832
20260210	xinqing	8	2121545
20260210	xinqing	9	11223565
20260211	orders	8	42483568
20260211	orders	9	90663361
20260211	trades	8	30267140
20260211	trades	9	76161499
20260211	xinqing	8	2146126
20260211	xinqing	9	11192525
20260212	orders	8	42058314
20260212	orders	9	93290821
20260212	trades	8	30128101
20260212	trades	9	79072068
20260212	xinqing	8	2109412
20260212	xinqing	9	11167727
20260213	orders	8	40817509
20260213	orders	9	89653183
20260213	trades	8	29329719
20260213	trades	9	77315056
20260213	xinqing	8	2068908
20260213	xinqing	9	11010001
20260224	orders	8	48696373
20260224	orders	9	93381432
20260224	trades	8	37227731
20260224	trades	9	78714597
20260224	xinqing	8	2112761
20260224	xinqing	9	11127168
20260225	orders	8	48261024
20260225	orders	9	107425691
20260225	trades	8	35940409
20260225	trades	9	92211807
20260225	xinqing	8	2107660
20260225	xinqing	9	11312718
20260226	orders	8	49294897
20260226	orders	9	104608553
20260226	trades	8	36913686
20260226	trades	9	90338378
20260226	xinqing	8	2105490
20260226	xinqing	9	11267402
20260227	orders	8	47756505
20260227	orders	9	105287730
20260227	trades	8	34935838
20260227	trades	9	89047962
20260227	xinqing	8	2091553
20260227	xinqing	9	11239569
20260302	orders	8	62909481
20260302	orders	9	127243876
20260302	trades	8	47547033
20260302	trades	9	110521243
20260302	xinqing	8	2177282
20260302	xinqing	9	11646563
20260303	orders	8	60037929
20260303	orders	9	134076637
20260303	trades	8	46917044
20260303	trades	9	118146475
20260303	xinqing	8	2132849
20260303	xinqing	9	11786433
20260304	orders	8	57290303
20260304	orders	9	109005687
20260304	trades	8	42717813
20260304	trades	9	92092172
20260304	xinqing	8	2127782
20260304	xinqing	9	11423540
20260305	orders	8	51177961
20260305	orders	9	105956869
20260305	trades	8	38044640
20260305	trades	9	89678715
20260305	xinqing	8	2117945
20260305	xinqing	9	11178431
20260306	orders	8	48446385
20260306	orders	9	103945063
